"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
5811,3/31/2022 0:00:00,2544,5/1/2022 5:02:29 AM,0,30546,0,27881981,0,23168728,23168728,0,57518,61943,0,1462,14775744,135,1213991,123139,0,0,0,0,0,0,0,2953,4500,0,8535,0,8595,0,0,0,0,0,0,1420,1450,346,435,4130,4145,0,0,0,0,0,0,0,0,0,0,0,0,16329709,0,0,0,153428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218987,0,0,0,0,1024408,0,0,2838697,74908,3667742,3925414,0,0,3688845,0,0,519,0,0,0,0,0,0,0,0,0,17933,0,6246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32297,-239,177536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5816,3/31/2022 0:00:00,2547,5/19/2022 12:03:27 AM,2268256,130430,0,129674822,257096,116238650,116238650,0,54848,511366,59178,4570,62899577,34,2671484,678241,0,0,0,0,0,0,0,7483,500000,0,15000,0,60424,0,0,0,0,0,0,788,911,342,467,24839,6284,0,0,0,0,115957,0,0,0,0,0,0,0,39550939,1493721,0,0,807875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1068845,0,0,0,0,507334,257096,0,42495568,1417860,9558181,16711846,14409283,0,9871169,0,0,251,0,0,0,0,0,0,0,0,0,342532,0,42576,0,0,0,0,0,0,0,0,0,0,13602734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224429,61327,521009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5822,3/31/2022 0:00:00,2549,5/21/2022 12:04:45 AM,516902,42998,0,13399267,0,12181167,12181167,0,6849,18244,5715,788,8641361,136,1443684,38608,0,0,0,0,0,0,0,1409,2500,0,5066,0,8150,0,0,0,0,0,0,0,1000,250,300,3719,50,0,0,0,15673,4773,0,0,0,0,0,0,0,8506053,244568,0,0,154129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118510,0,0,0,0,60241,0,0,840997,0,1803902,2829344,0,0,896869,0,0,307,0,0,0,0,0,0,0,0,0,61415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5839,3/31/2022 0:00:00,2555,5/18/2022 1:57:04 PM,0,63604,0,2637440,0,2462377,2462377,0,1100,4555,0,500,1403531,46,313686,12609,0,0,0,0,0,0,0,895,3000,0,0,0,513,0,0,0,0,0,0,0,1600,950,1050,730,21723,0,0,0,5454,0,0,0,0,0,0,0,0,2462377,93088,0,0,29671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20282,0,0,0,0,-102163,0,0,0,0,0,0,0,0,178684,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5845,3/31/2022 0:00:00,2559,5/24/2022 12:05:07 PM,402676,0,0,29976760,0,27687971,27687971,0,11036,61980,9831,1080,17694618,59,1832772,95893,0,0,0,0,0,0,0,2368,383000,0,9559,0,7484,0,0,0,0,0,0,999,1460,325,375,0,0,0,0,0,45222,0,0,0,0,0,0,0,0,17863156,517220,0,0,216705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223803,0,0,0,0,74736,0,0,5232057,733856,604660,1573872,2210637,0,1651611,0,0,184,0,0,0,0,0,0,0,0,0,193124,0,5970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44298,5539,50852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5851,3/31/2022 0:00:00,2565,4/30/2022 5:01:02 AM,39444602,7673415,0,3610066339,0,3323338652,3323338652,0,615928,263783,804178,70007,1511253475,3295,149334562,2776346,0,0,0,0,0,0,0,133298,195000,0,0,141458,3260037,0,0,0,0,0,0,1115,1024,259,259,537852,126703,0,0,0,0,67910,0,0,0,0,0,0,0,1468580942,0,0,0,16622617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6294480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27511270,0,0,0,0,33352115,0,0,593671312,110961441,364483856,555365137,518018062,0,359403195,0,0,20516,0,0,0,0,0,0,0,0,0,4366555,0,192897,0,0,0,0,0,0,0,0,0,0,439283278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3544835,3608341,54591873,0,0,0,0,0,14937734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5852,3/31/2022 0:00:00,2566,4/26/2022 5:01:31 AM,3865313,1649989,0,476603883,0,420460308,420460308,0,153013,43556,54744,14378,298279246,1134,31558527,479063,0,9457032,0,0,0,0,0,32785,250000,0,58343,14267,185644,0,0,0,0,0,0,750,600,271,336,129698,71410,0,0,0,492366,0,0,0,0,0,0,0,0,179165357,3597645,0,0,3029882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1543860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3963241,0,0,0,0,3484881,16005254,0,73961151,19970314,25562795,42019094,102979590,0,37542994,0,0,2326,0,0,0,0,0,0,0,0,0,471599,0,59497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,852473,134116,3261987,0,0,0,0,0,2890390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5856,3/31/2022 0:00:00,2567,4/29/2022 5:08:03 AM,10548377,1424179,0,274366841,0,254106222,254106222,0,111465,11132,34986,16809,189344057,1096,24584898,368857,0,0,0,0,0,0,0,21980,423069,0,35993,813,182092,0,0,0,0,0,0,1024,299,249,249,114888,21801,0,0,0,0,990326,0,0,0,0,0,0,0,83815621,0,0,0,2520537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1134491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2276777,0,0,0,0,943001,0,0,49730067,14924748,14454333,24204889,74821128,0,20366106,0,0,2052,0,0,0,0,0,0,0,0,0,505111,0,271131,0,0,0,0,0,0,0,0,0,0,10147334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466965,168441,12593869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5866,3/31/2022 0:00:00,2573,5/13/2022 3:42:08 PM,3913203,440396,0,243305593,0,214400400,214400400,0,140347,0,0,10099,138432660,452,14267714,290056,0,0,0,0,0,0,0,14512,40000,0,18428,0,79643,0,0,0,0,0,0,890,1050,225,175,86290,15441,0,0,0,0,468566,0,0,0,0,0,0,0,137449474,0,0,0,2132353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2078173,0,0,0,0,2376747,0,0,53128202,8951148,12429502,14403010,0,0,27087207,0,0,2047,0,0,0,0,0,0,0,0,0,471566,0,8397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313347,92127,9838980,0,0,0,0,0,907970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5867,3/31/2022 0:00:00,2574,5/20/2022 12:02:29 AM,3493596,198468,0,57346552,0,54784174,54784174,0,59351,22310,132840,5915,20035261,40,412873,237173,0,0,0,0,0,0,0,5759,175934,0,25778,0,11147,0,0,0,0,0,0,1200,1049,349,349,20574,1218,0,0,0,0,0,0,0,0,0,0,0,0,34577541,1606115,0,0,496379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,508411,0,0,0,0,53090,0,0,10750331,2466498,1489417,2069569,4920235,0,1794703,0,0,2601,0,0,0,0,0,0,0,0,0,31172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35688,39184,1154650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5885,3/31/2022 0:00:00,2584,5/17/2022 12:02:10 AM,483442,167501,0,77419571,0,67842148,67842148,0,16829,0,117310,3363,12589337,145,2022675,716205,0,0,0,0,0,0,0,9324,17100,0,115000,0,18290,0,0,0,0,0,0,1495,1450,630,660,127847,10470,0,0,0,-106149,469856,0,0,0,0,0,0,0,39927526,0,0,0,760160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,695042,0,0,0,0,1276620,0,0,8345343,976591,2533685,3371835,14750997,0,8405794,0,0,331,0,0,0,0,0,0,0,0,0,258646,0,29153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29898,6337,3009515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5892,3/31/2022 0:00:00,2587,5/18/2022 12:02:27 AM,2798566,1185134,0,206588830,0,190867191,190867191,0,414365,163979,1423,7030,122811924,319,11317250,843363,0,0,0,0,0,0,0,12444,400000,0,4000,0,73241,0,0,0,0,0,0,957,1292,368,539,103520,70080,0,0,0,228076,330137,0,0,0,0,0,0,0,62142495,4163163,0,0,2011128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1712091,0,0,0,0,-1735905,0,0,51757809,4325547,14529873,20001973,51759311,0,13495766,0,0,3045,0,0,0,0,0,0,0,0,0,1348514,0,34738,0,0,0,0,0,0,0,0,0,0,16477468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383981,20610,1031585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5913,3/31/2022 0:00:00,2598,4/30/2022 5:09:57 AM,160339584,30360436,0,10863108333,0,9854773853,9857016853,0,14666665,15774111,33771765,437019,8714239695,26759,1423010689,78005096,0,0,0,0,0,0,0,714216,14746236,0,245121,841084,7821475,0,0,0,0,0,9,1050,1350,410,410,3815085,2255978,0,0,0,0,0,0,0,0,0,0,0,0,2870618079,0,0,0,94971532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48208286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85135800,0,0,0,0,152899460,0,2243000,2564883384,321887291,934647716,1513487744,2468323554,0,991999798,0,0,120467,0,0,0,0,0,0,0,0,0,56508785,0,1442410,0,0,0,0,0,0,0,0,0,0,918588712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22977562,3882238,392449630,0,0,0,0,0,15129331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5922,3/31/2022 0:00:00,2601,4/23/2022 5:01:47 AM,537022,11221,0,31400885,0,27261096,27261096,0,0,0,6654,608,5780682,94,777558,6654,0,0,0,0,0,0,0,2554,97381,0,-364,0,6789,0,0,0,0,0,0,0,1125,359,479,849,275,0,0,0,0,0,0,0,0,0,0,0,0,19392365,545698,0,0,163074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251087,0,0,0,0,94714,0,0,2323492,3455292,2089947,2089947,0,0,3416337,0,0,225,0,0,0,0,0,0,0,0,0,80747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19857,15252,79355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5924,3/31/2022 0:00:00,2602,5/4/2022 12:02:15 AM,5896244,1394975,0,768686584,80011,700823036,700823036,0,313069,54773,790194,15213,379702116,1156,43191121,1359157,0,0,0,0,0,0,0,52092,805425,0,181578,2148,278645,0,0,0,0,0,0,948,1070,420,460,285767,96485,0,0,0,0,0,0,0,0,0,0,0,0,203056793,0,0,0,5488816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3339505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5865449,0,0,0,0,6992791,80011,0,189324323,11422874,21972919,40172307,253476702,0,71809086,0,0,4209,0,0,0,0,0,0,0,0,0,2756143,0,5981,0,0,0,0,0,0,0,0,0,0,56627446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992926,884562,2549556,0,0,0,0,0,8710724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5928,3/31/2022 0:00:00,2604,5/17/2022 12:02:11 AM,2711920,296206,0,149839903,0,141682049,141682049,0,95852,1714,0,6041,57264135,296,7759270,144612,0,0,0,0,0,0,0,11431,1774816,0,33780,0,16058,0,0,0,0,0,0,775,1190,275,275,66512,29374,0,0,0,148191,0,0,0,0,0,0,0,0,70026552,0,0,0,1048388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1335071,0,0,0,0,289073,0,0,29474204,4475495,8427301,9622097,26410421,0,11877242,0,0,2512,0,0,0,0,0,0,0,0,0,159613,0,3549,0,0,0,0,0,0,0,0,0,0,379934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141918,91611,625509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5930,3/31/2022 0:00:00,2606,5/17/2022 12:02:12 AM,229218,6147,0,9480416,0,6488424,8472424,0,73103,4668,0,953,5303662,62,872621,105257,0,0,0,0,0,0,0,2333,6000,0,2953,0,7163,0,0,0,0,0,4,1350,1500,600,1400,5588,6019,0,0,0,0,0,0,0,0,0,0,0,0,5510160,0,0,0,121700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68812,0,0,0,0,272710,0,1984000,978264,0,0,0,0,0,735282,0,0,201,0,0,0,0,0,0,0,0,0,70199,0,2932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17440,0,36229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5935,3/31/2022 0:00:00,2608,5/19/2022 12:03:28 AM,242161,56850,0,17387627,0,14814458,14814458,0,12710,0,0,1081,12173174,100,1173581,255860,0,0,0,0,0,0,0,2351,3000,0,18000,794,16293,0,0,0,0,0,0,0,1500,290,500,14368,2954,0,0,0,42269,0,0,0,0,0,0,0,0,10891262,169939,0,0,158641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143410,0,0,0,0,172836,0,0,2300817,0,1622379,1622379,0,0,2188125,0,0,170,0,0,0,0,0,0,0,0,0,464724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37632,0,43970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5951,3/31/2022 0:00:00,2616,5/21/2022 12:04:46 AM,0,11167,0,6712215,0,6181408,6181408,0,13081,4817,0,421,2760022,48,440139,34626,0,0,0,0,0,0,0,1263,10586,0,0,2,761,0,0,0,0,0,0,890,860,340,520,0,0,0,0,0,-3002,0,0,0,0,0,0,0,0,4321084,0,0,0,54893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51788,0,0,0,0,103269,0,0,1019223,672326,122439,168775,0,0,429740,0,0,133,0,0,0,0,0,0,0,0,0,28195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5960,3/31/2022 0:00:00,2620,4/22/2022 5:01:29 AM,0,0,0,2118430,0,1497064,1497064,0,0,0,0,34,311009,4,61390,0,0,0,0,0,0,0,0,311,622,0,0,0,317,0,0,0,0,0,0,0,1000,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497064,66594,0,0,11634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14949,0,0,0,0,1958,0,0,0,0,0,0,0,0,552814,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5970,3/31/2022 0:00:00,2624,5/21/2022 12:04:46 AM,908262,11329,0,12708444,0,9704100,9704100,0,0,50550,46096,459,5362598,60,731733,305721,0,0,0,0,0,0,0,1826,3000,0,0,0,2323,0,0,0,0,0,0,0,1700,750,1150,18592,6360,0,0,0,0,414513,0,0,0,0,0,0,0,6693765,2172734,0,0,140040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78898,0,0,0,0,51712,0,0,1304454,433680,829704,857688,0,0,779898,0,0,153,0,0,0,0,0,0,0,0,0,197269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27397,0,35456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
