"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017"
138,3/31/2022 0:00:00,72,WISe,0,0,7194364,11607852,0,72987,0,0,0,0,0,108241,0,4150,2411,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4513,0,0,7119,0,0,5500,0,5500,1,0,35369,0,0,0,2576,509,0,3085,3,23235,17516,0,0,0,17516,1,23235,17516,0,0,0,17516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74914,0,0,89852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,16359698,19,2355112,0,0,0,0,0,238037,0,0,0,0,0,0,0
146,3/31/2022 0:00:00,74,WISE,1647000,0,2736935,0,0,0,0,0,0,0,0,4185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14327,0,0,0,0,0,0,0
147,3/31/2022 0:00:00,75,WISe,506050,0,879635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4048,0,0,0,0,0,0,0
150,3/31/2022 0:00:00,77,WISe,0,0,67877706,86391101,529876,529876,0,0,26736,0,0,28023255,0,0,0,147969,5628,0,0,0,0,0,50896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79530,0,0,109016,63625,64479,967,0,129071,39,11367,84370,0,0,0,0,426820,0,426820,1,0,0,0,0,0,0,0,150067,66949,18764,0,0,85713,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305841,426820,0,446903,426820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,355337,0,0,0,0,81,1276383,0,2926404,0,0,0,0,0,0,0
151,3/31/2022 0:00:00,78,WISe,740000,0,90311045,142171677,4517786,4534711,0,0,0,0,0,35045154,0,327030,195851,40921,1330,0,0,0,0,11352,86716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206005,0,0,973712,432400,355901,16020,0,804321,94,38501,79448,0,16333,0,0,0,0,0,0,6850602,807546,221652,0,110255,1139453,16,1462323,542578,0,264954,0,807532,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106478,0,0,1418023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,98184850,0,0,0,0,0,7403500,0,0,172120440,0,0,0,0
153,3/31/2022 0:00:00,80,WISe,300000,0,423451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1282,0,0,0,0,0,0,0
159,3/31/2022 0:00:00,83,WISe,0,0,38784383,393697791,7665300,8815300,0,42000,326151,0,966160,76353330,137006960,591421,138755,163748,15948,0,1607,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10388,854,0,0,0,0,241041,0,164037,5883,62997,806101,409665,755050,93023,0,1257738,152,136833,1364646,0,453683,162860,172220,21245,0,356325,30,2929199,219074,317317,87287,187335,811013,13,363863,93480,55220,0,0,148700,7,0,0,0,0,0,0,0,233916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339533,30298,0,0,0,30298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,871248,500000,0,0,509785,2,0,0,0,0,0,0,0,3305,2179,0,0,0,2179,1,2661737,151029,464125,7398623,3436942,9785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4754,54121353,0,0,0,0,607,25078638,0,16628382,0,-25993,129194158,58477854,96662768,7317454,162458076
162,3/31/2022 0:00:00,85,WISe,35607201,1756545,78381250,19350000,530586,530586,0,0,2315,0,0,2368076,0,59203,6769,0,0,0,0,0,0,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3847,0,0,140079,20813,57493,7916,0,86222,12,27704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15411,0,15411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52364,0,0,118789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873935,0,0,0,0,0,0,0
167,3/31/2022 0:00:00,87,WISe,63741000,0,151685368,61081240,7486811,8486811,0,51732,22268,0,1173,18242294,23517409,581,13806,807,5585,0,0,8347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5444,0,0,11793,6878,12710,0,0,19588,13,0,67986,0,47470,14239,1159,0,0,15398,2,443725,149179,108894,0,0,258073,4,33938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98495,0,0,0,17213,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260939,3997,0,201823,0,17213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1190,0,0,0,0,0,0,11250,2897524,0,0,10419753,8731268,11820568,142172,20694008
168,3/31/2022 0:00:00,88,WISe,16600000,0,17613264,744457,0,49314,0,0,0,0,0,444495,0,0,0,1885,4383,0,0,0,1231,435,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0,0,0,835,0,4978,14083,0,8637,0,0,19583,0,19583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19896,0,0,27678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,6476734,0,0,0,0,255,2950215,0,254272,0,0,0,0,0,0,0
169,3/31/2022 0:00:00,89,WISe,200000,0,1596258,0,0,830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38325,15188,30372,27711,13693,86964,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24732,0,0,0,0,0,0,0
174,3/31/2022 0:00:00,91,WISe,6173781,0,121789120,70731394,2010800,2648242,0,0,65841,0,298091,5195083,4720719,144040,44529,275,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37781,0,0,256450,117956,103568,9271,0,230795,153,41788,217193,0,84718,215601,71153,28513,0,315267,16,170480,26241,0,0,80951,107192,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899291,0,0,0,674768,674768,1,0,0,0,0,0,0,0,0,378716,0,0,791841,3,0,0,0,0,0,0,0,58843,0,0,0,0,0,0,1069685,1393832,0,1540525,1466609,413125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3560333,0,0,0,0,0,0,0
176,3/31/2022 0:00:00,92,WISe,0,0,182067845,721275592,0,907843,0,0,34891,0,0,42474292,0,227988,61314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28552,0,0,75224,46326,46923,0,0,93249,40,0,40989,0,11133,0,6389,0,0,6389,1,533567,0,0,0,0,0,0,38952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115867,25942,0,317298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7892612,0,0,147653000,0,15514000,121000,15635000
177,3/31/2022 0:00:00,93,WISe,0,0,63593693,180073501,221300,824571,0,0,5505,0,0,24868717,0,66225,38562,23713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872,0,0,143755,93429,37948,0,0,131377,15,0,24809,0,13527,0,0,0,0,0,0,564244,0,0,0,0,0,0,14193,4423,13670,0,0,18093,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125533,0,0,98094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2199,64555133,0,0,0,0,0,0,0,2587903,0,0,0,0,93334,78400725,78494059
181,3/31/2022 0:00:00,96,WISe,0,0,389081,1262962,0,20182,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,298,0,0,298,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2083,0,0,0,0,0,0,0
187,3/31/2022 0:00:00,100,WISe,744000,0,16204982,248000,0,196213,0,0,0,0,0,-382099,359259,6998,7089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45186,0,3446,2299,0,5745,3,0,36072,0,38149,0,0,0,0,0,0,52328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36072,0,0,69698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152329,0,0,0,0,0,0,0
195,3/31/2022 0:00:00,104,WISe,545000,0,3860891,0,0,6961,0,0,0,0,0,25662,0,1677,2074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12029,0,2454,0,0,2454,0,0,94467,0,1692,2248,0,0,0,2248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,339934,0,0,0,0,0,0,0,128634,0,0,0,0,0,0,0
196,3/31/2022 0:00:00,105,WISe,0,148622098,419491231,288526765,21600552,23831188,0,0,583240,0,0,65207279,94774329,305491,198129,655,22824,0,0,112110,227393,0,2917,0,0,0,0,0,0,0,0,0,9936,0,0,0,0,0,0,0,0,0,0,280942,0,29965,103865,36571,117287,0,0,153858,45,161835,370718,0,11428,0,1,0,0,1,1,7138059,625301,658757,391021,1757302,3432381,21,1823657,329618,435843,1142,125399,892002,26,0,0,0,7710,0,7710,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290842,290842,1,0,0,0,0,0,0,0,108040,0,65865,0,65865,1,0,0,440213,0,0,440213,1,0,0,0,0,0,0,0,1834950,33209,0,1824125,796920,0,0,0,0,0,31000000,1071738,0,0,0,0,0,0,0,0,0,0,30846,718862795,886,62589124,0,0,189,2790151,0,15961387,1541125,0,515092276,10415323,49646556,0,60061879
198,3/31/2022 0:00:00,107,WISe,23560000,0,26605971,15231523,0,33333,0,0,0,0,0,2115085,0,0,1749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,8275031,0,0,0,0,0,154626,0,0,0,0,0,0,0
199,3/31/2022 0:00:00,108,WISe,0,0,43465947,54635939,87400,559265,0,0,43009,0,0,1472038,0,25420,8612,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27103,427,0,0,0,427,2,38926,26886,0,13021,0,0,0,0,0,0,0,0,15451,0,0,15451,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66239,0,0,43953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,40644975,0,0,0,0,0,0,0,1382400,0,0,0,0,0,0,0
200,3/31/2022 0:00:00,109,WISe,6301000,0,7068541,0,0,64797,0,0,0,0,0,27015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1017,0,0,1017,1,0,15621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43992,0,0,0,0,0,0,0
205,3/31/2022 0:00:00,112,WISe,1718000,0,94445889,19910704,44500,1615918,0,84658,0,0,216038,3515723,0,16835,1896,0,0,0,0,0,0,0,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,0,108119,3058,374,0,0,3432,2,11267,3292,0,5869,0,0,0,2445,2445,1,1811084,33660,364650,78552,331605,808467,2,0,0,0,0,0,0,0,327459,0,109758,78552,0,188310,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51899,0,0,1191342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4171,60822777,0,0,0,0,0,0,0,1468016,0,0,0,0,0,0,0
216,3/31/2022 0:00:00,116,WISe,63949090,0,64498803,0,0,0,0,0,0,0,0,2592046,0,0,0,0,0,0,0,0,1351,536,1593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56487,0,4212,46433,0,50645,3,19062,11699,0,778,0,12477,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41799,0,0,83315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11829,0,0,0,0,0,0,0,370494,0,0,0,0,0,0,0
220,3/31/2022 0:00:00,117,WISE,8880000,0,19937711,1978215,0,214221,0,0,0,0,0,64864,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25228,5504,0,14175,0,19679,2,0,0,0,0,0,0,24568,0,24568,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163348,0,0,0,0,0,0,0
224,3/31/2022 0:00:00,119,WISe,26474000,0,58654117,6655381,0,1551898,0,0,8750,0,0,8297764,0,121424,50776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5752,2723,13547,85024,23355,18813,955,0,43123,21,0,78517,0,16493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22263,0,0,0,22263,1,5123,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146157,117513,0,68782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,22037003,0,0,0,0,0,0,0,1414115,0,0,0,0,0,0,0
227,3/31/2022 0:00:00,121,WISe,3233000,0,558740877,2070505520,262800456,268835958,11281185,594819,6330268,91398,118029347,1911998444,861286586,19097228,2246991,1150911,42415,0,0,330855,128004,723304,0,0,0,0,0,0,0,0,0,7812249,0,0,0,915455,0,0,0,0,0,4877569,973769,8208505,0,966631,25278646,16254749,33568445,7546071,91462,57460727,6162,6300778,16387786,0,3694327,1776385,2427921,450242,13959,4668507,263,60069257,5587350,11297093,13482181,14946329,45312953,159,10079846,2134957,4992513,6531755,6671269,20330494,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187504,0,0,0,0,0,0,0,0,0,0,0,0,0,1258844,0,0,416562,852098,1268660,3,0,0,0,0,0,0,0,242224,9991358,8190082,52866814,73070215,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59639102,1237872,11526980,211271376,72316915,2021961,0,0,0,0,4260000000,121375569,0,0,0,0,5455520781,50075902,0,0,0,0,73247,1129524241,14380,9623027692,0,0,8949,330714200,0,263060414,6995363,-367535,8539457974,456223519,1562365129,326260976,2344849624
233,3/31/2022 0:00:00,124,WISe,0,0,11385852,19159513,1969925,1969925,0,0,20988,0,0,9012959,0,35067,14433,0,0,0,0,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37939,0,0,0,0,0,0,0,0,0,3233,5197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8606,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46369,1156064,0,74998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1921,42467328,0,0,0,0,0,0,0,1401586,0,0,0,0,0,0,0
234,3/31/2022 0:00:00,125,WISe,35775000,0,59229635,2236000,0,469978,0,0,0,0,0,90861,1956334,3210,169,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,6272,0,0,6272,1,0,0,0,4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44568,44568,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378011,0,0,0,0,0,0,0
