"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_NW0001","ACCT_NW0002","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003"
287,3/31/2020 0:00:00,154,5299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3120000,1939000,240000,0,0,5299000,0,0,0,0,0,0,0,0,0,0,0,12368853,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
288,3/31/2020 0:00:00,155,0,0,131121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9508729,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
294,3/31/2020 0:00:00,160,0,20184308,3362529,358718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4862217,253701,3775518,0,0,8891436,0,0,0,0,0,0,1608039,7943,0,0,0,0,0,0,0,0,0,285241792,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
303,3/31/2020 0:00:00,166,0,0,1283245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165556,3176568,0,0,3342124,0,0,0,0,0,0,103116,114714,0,0,0,0,0,0,0,0,0,81600283,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
306,3/31/2020 0:00:00,168,11812842,0,3550014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5700600,3661270,2450972,0,0,11812842,0,0,0,0,0,0,0,0,0,0,0,72934291,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
319,3/31/2020 0:00:00,173,0,16600006,1151159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11633602,4505042,5195560,3126228,777984,25238416,0,0,0,0,0,0,841697,117577,0,0,0,0,0,0,0,0,0,213548709,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
320,3/31/2020 0:00:00,174,12482317,7843441,725820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9983444,2001725,497148,0,0,12482317,0,0,0,0,0,0,0,0,0,0,0,94185149,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
339,3/31/2020 0:00:00,182,0,0,205063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11406834,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
340,3/31/2020 0:00:00,183,0,44417644,3990646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7060815,4048690,0,0,0,11109505,0,0,0,0,0,0,475614,126340,0,0,0,0,0,0,0,0,0,384732361,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
345,3/31/2020 0:00:00,185,420000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000,50000,0,0,0,420000,22644,0,0,0,0,0,0,0,0,0,0,2613537,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
352,3/31/2020 0:00:00,188,859977,10529007,6587496,638702,0,0,0,526182,0,0,0,0,526182,0,0,0,0,0,0,15416577,0,0,0,0,15416577,37774,567363,254840,0,0,859977,778367,-171482,-25700,0,0,0,0,0,0,0,0,295970728,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
359,3/31/2020 0:00:00,192,14432000,0,1010144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3107539,6286493,1554607,1021749,11970388,4120000,7851000,2461000,0,0,14432000,124541,54272,0,0,0,0,0,0,0,0,0,154486379,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
361,3/31/2020 0:00:00,193,0,54312,4249548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3132547,864632,3097509,271051,1114922,8480661,0,0,0,0,0,0,0,45605,0,0,0,0,0,0,0,986,0,339259366,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
365,3/31/2020 0:00:00,197,0,0,1277377,0,0,0,0,55249,0,0,0,345987,401236,0,0,0,0,0,0,80083,0,85189,416189,0,581461,0,0,0,0,0,0,0,-66313,10391,0,0,0,0,0,0,0,0,56584355,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
367,3/31/2020 0:00:00,199,0,518586,800256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34635619,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
370,3/31/2020 0:00:00,201,2347000,0,302282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1314702,2226580,1420000,0,0,4961282,1456000,793000,98000,0,0,2347000,0,12061,0,0,0,0,0,0,0,0,0,18133039,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
373,3/31/2020 0:00:00,203,31248658,42254,1444344,160586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6206820,13152008,8723071,2416759,750000,31248658,0,0,0,0,0,0,0,0,0,0,0,66243418,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
376,3/31/2020 0:00:00,206,0,0,71710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65342,0,0,0,0,0,0,0,0,0,0,7723588,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
378,3/31/2020 0:00:00,208,0,0,878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13771,0,0,0,0,0,0,0,0,0,0,7021622,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
383,3/31/2020 0:00:00,211,470689,0,58703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,377837,92708,0,0,470689,0,0,0,0,0,0,0,0,0,0,0,35736206,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
389,3/31/2020 0:00:00,214,6163049,0,752320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748000,2000868,2414181,0,0,6163049,58829,0,0,0,0,0,0,0,0,0,0,110224283,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
390,3/31/2020 0:00:00,215,0,0,658467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37325862,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
395,3/31/2020 0:00:00,217,5686495,0,353195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757743,2678513,1241938,0,0,4678194,600000,4809656,276839,0,0,5686495,0,56171,0,0,0,0,0,0,0,0,0,71498649,0,0,0,0,0,0,,0,60231,32195,0,0,0,0,0,0,0,0,0
404,3/31/2020 0:00:00,222,1120618,11186902,1676980,434203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185164,747253,151295,36906,0,1120618,0,0,0,0,0,0,0,0,0,0,0,113733804,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
422,3/31/2020 0:00:00,229,0,0,157299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7749624,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
430,3/31/2020 0:00:00,232,9000000,0,2187426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504045,0,0,504045,1500000,4500000,3000000,0,0,9000000,370238,4045,0,0,0,0,0,0,0,0,0,90168343,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
434,3/31/2020 0:00:00,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889359,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
435,3/31/2020 0:00:00,235,0,21174767,7469438,1518410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269054166,85771308,263726402,150370721,18384355,787306952,0,0,0,0,0,0,0,230704,0,0,0,0,0,0,24763,0,0,1994881127,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
444,3/31/2020 0:00:00,239,0,0,413153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11860528,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
452,3/31/2020 0:00:00,240,0,0,198514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28412334,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
464,3/31/2020 0:00:00,246,0,450397,1742592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522420,2530387,0,0,3052807,0,0,0,0,0,0,0,197835,0,0,0,0,0,0,0,0,0,72818186,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
473,3/31/2020 0:00:00,252,0,0,568190,126500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50129575,15703903,0,0,65833478,0,0,0,0,0,0,0,1833530,0,0,0,0,0,0,0,0,0,137475887,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
475,3/31/2020 0:00:00,253,3467196,0,837996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241000,1086667,1139529,0,0,3467196,0,0,0,0,0,0,0,0,0,0,0,44884106,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
477,3/31/2020 0:00:00,255,0,0,816896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1940785,10266188,11095053,3989573,0,27291599,0,0,0,0,0,0,1194532,609516,0,0,0,0,0,0,0,0,0,200037733,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
479,3/31/2020 0:00:00,256,4710000,0,975058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736000,2231000,743000,0,0,4710000,0,0,0,0,0,0,0,0,0,0,0,44856594,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
484,3/31/2020 0:00:00,257,0,0,72167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10022366,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
489,3/31/2020 0:00:00,259,0,0,4162321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,977846,887996,870462,530587,1873232,5140123,0,0,0,0,0,0,340695,153233,0,0,0,0,0,0,0,13328,0,157611868,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
490,3/31/2020 0:00:00,260,2547,93,1707207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547,0,0,0,2547,78038,0,0,0,0,0,0,0,0,0,0,56560331,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
491,3/31/2020 0:00:00,261,18711801,126472532,13994688,15043420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1660847,7140948,4910006,5000000,0,18711801,1396437,0,0,0,0,0,0,0,0,0,0,794308330,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
511,3/31/2020 0:00:00,271,8499730,31162943,1594977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8558250,2844384,0,0,0,11402634,5499730,3000000,0,0,0,8499730,332980,93280,0,0,0,0,0,0,0,0,0,131732853,0,0,0,26,508964,508964,,0,0,0,0,0,0,0,0,0,0,0,0
514,3/31/2020 0:00:00,272,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8179059,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
517,3/31/2020 0:00:00,274,0,0,296763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20307709,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
524,3/31/2020 0:00:00,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1902530,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
528,3/31/2020 0:00:00,277,0,32120888,2130329,1939833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1898975,0,0,0,0,0,0,0,0,0,0,457721537,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
538,3/31/2020 0:00:00,282,0,0,137881,5749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1184,0,0,0,1184,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,28700925,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
552,3/31/2020 0:00:00,284,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,898726,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
566,3/31/2020 0:00:00,290,0,121968597,19492525,3112634,0,0,0,0,90683,42272,19210416,111414,19454785,547100,0,0,148691,0,695791,66341608,26907516,37623299,22940525,0,153812948,0,0,0,0,0,0,8703387,1966081,90892,0,0,0,0,0,-3519297,0,0,2138357541,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
567,3/31/2020 0:00:00,291,0,0,809178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11539460,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
577,3/31/2020 0:00:00,293,0,0,56323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12426549,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
594,3/31/2020 0:00:00,302,20065642,5000,1006818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5188361,8483807,2177421,1716053,2500000,20065642,0,0,0,0,0,0,0,0,0,0,0,165705309,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
606,3/31/2020 0:00:00,307,212225000,0,1843244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000000,57800000,101425000,35000000,0,212225000,345786,0,0,0,0,0,0,0,0,0,0,320293525,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
609,3/31/2020 0:00:00,309,0,0,651547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0,0,0,17424015,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
613,3/31/2020 0:00:00,311,14185000,4500000,989109,34415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504235,506250,0,0,0,1010485,2115000,8195000,3875000,0,0,14185000,0,10485,0,0,0,0,0,0,0,0,0,65043752,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
616,3/31/2020 0:00:00,314,3300000,0,753366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200000,1800000,300000,0,0,3300000,0,0,0,0,0,0,0,0,0,0,0,20343156,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
617,3/31/2020 0:00:00,315,0,20889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027189,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
619,3/31/2020 0:00:00,316,0,18947162,2257665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6721845,809235,978893,91182,0,8601155,0,0,0,0,0,0,0,20093,0,0,0,0,0,0,0,0,0,667549087,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
620,3/31/2020 0:00:00,317,0,0,421681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13394456,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
624,3/31/2020 0:00:00,321,0,202767533,1653481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14175367,7000761,21302793,2204673,0,44683594,0,0,0,0,0,0,0,829863,0,0,0,0,0,0,0,0,0,948625702,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
640,3/31/2020 0:00:00,328,0,0,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3818338,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
644,3/31/2020 0:00:00,330,0,22755000,848875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526392,9961835,0,0,0,10488227,0,0,0,0,0,0,0,106608,0,0,0,0,0,0,0,31703,0,114909021,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
648,3/31/2020 0:00:00,334,0,0,350,0,0,0,0,18000,0,0,423528,0,441528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53635,0,0,0,0,0,0,0,0,7878162,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
649,3/31/2020 0:00:00,335,33972000,0,1024194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5822000,16271000,11879000,0,0,33972000,0,0,0,0,0,0,0,0,0,0,0,64629285,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
660,3/31/2020 0:00:00,339,8611193,0,456944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3723000,4536193,352000,0,0,8611193,65911,0,0,0,0,0,0,0,0,0,0,17092333,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
663,3/31/2020 0:00:00,341,0,0,114601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,0,6685,0,0,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,15312799,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
665,3/31/2020 0:00:00,342,245000,15940000,2183685,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487980,1524071,2741253,0,0,4753304,0,245000,0,0,0,245000,1005968,141346,0,0,0,0,0,0,0,1959,0,187990470,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
678,3/31/2020 0:00:00,348,0,750000,199431,42101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152409,0,0,0,0,0,0,0,0,0,0,14238014,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
680,3/31/2020 0:00:00,349,3055000,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894000,2161000,0,0,0,3055000,68878,0,0,0,0,0,0,0,0,0,0,12371131,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
687,3/31/2020 0:00:00,352,0,0,835702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50339167,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
690,3/31/2020 0:00:00,353,44000000,0,1750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,21000000,13000000,0,44000000,0,0,0,0,0,0,0,0,0,0,0,131807396,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
716,3/31/2020 0:00:00,364,0,0,302342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6641937,10211785,1982731,587419,0,19423872,0,0,0,0,0,0,0,232504,0,0,0,0,0,0,0,0,0,49014985,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
722,3/31/2020 0:00:00,366,3500000,0,1361270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2321127,0,0,0,0,2321127,0,1000000,2000000,500000,0,3500000,0,-553630,0,0,0,0,0,0,0,0,0,80896988,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
761,3/31/2020 0:00:00,375,2697784,0,2826431,1129418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,851140,596644,650000,600000,0,2697784,422174,0,0,0,0,0,0,0,0,0,0,119174381,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
770,3/31/2020 0:00:00,378,0,0,674016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1116592,314974,371124,0,0,1802690,0,0,0,0,0,0,0,22057,0,0,0,0,0,0,0,0,0,84003294,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
776,3/31/2020 0:00:00,381,0,0,282908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5094203,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
785,3/31/2020 0:00:00,386,0,0,1624510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72841665,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
794,3/31/2020 0:00:00,390,10356000,132342,1237997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,105,4569000,5787000,0,0,0,10356000,0,0,0,0,0,0,0,0,0,1817,0,86804662,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
795,3/31/2020 0:00:00,391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3402288,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
798,3/31/2020 0:00:00,393,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5790962,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
808,3/31/2020 0:00:00,398,31875506,95543590,7220482,2748141,0,0,0,0,0,0,0,0,0,0,0,0,0,321384,321384,9353167,68551620,33814008,21293562,9127348,142139705,2780309,25258032,2437695,1399470,0,31875506,3075396,1231390,7484,0,0,0,0,0,-176358,0,0,973908599,0,0,0,0,0,0,,0,162658,162658,0,0,0,0,0,0,0,0,0
817,3/31/2020 0:00:00,401,2343399,0,19620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2343399,0,0,0,0,2343399,0,0,0,0,0,0,0,0,0,0,0,22082529,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
818,3/31/2020 0:00:00,402,0,0,337787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20131807,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
831,3/31/2020 0:00:00,408,0,0,158361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7505197,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
832,3/31/2020 0:00:00,409,0,0,3761083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23365,0,0,0,0,0,0,0,0,0,0,70358163,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
838,3/31/2020 0:00:00,413,0,0,39831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7599600,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
839,3/31/2020 0:00:00,414,500000,0,278570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6285244,11727916,7409951,963356,0,26386467,0,0,500000,0,0,500000,0,632039,0,0,0,0,0,0,0,0,0,44755374,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
841,3/31/2020 0:00:00,416,0,84509,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5786746,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
845,3/31/2020 0:00:00,418,3643103,0,267191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2089000,1548884,5219,0,0,3643103,0,0,0,0,0,0,0,0,0,0,0,32763097,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
850,3/31/2020 0:00:00,420,0,0,2730311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70269237,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
